cntry,ccnthum,ccrdprs,wrclmch,gndr,agea,eisced,impricha,ipeqopta,ipmodsta,impfuna,impenva
LT,Natural processes,Not at all,Very worried,Female,28,Higher tertiary,Not like me,Very much like me,Not at all like me,A little like me,Not at all like me
LT,Mainly natural,2,Not worried,Male,47,Higher tertiary,Somewhat like me,Very much like me,Like me,Like me,A little like me
LT,Equal natural and human,7,Somewhat worried,Male,62,Advanced voc,A little like me,Like me,Like me,Not like me,Like me
LT,I don't think climate change is happening,NA,NA,Female,53,Lower secondary,Somewhat like me,A little like me,Not like me,A little like me,A little like me
LT,Mainly human,6,Very worried,Male,52,Advanced voc,Very much like me,Very much like me,Somewhat like me,Like me,A little like me
LT,Equal natural and human,1,Not very worried,Female,21,Advanced voc,Somewhat like me,Like me,Like me,Not like me,A little like me
LT,Equal natural and human,Not at all,Somewhat worried,Male,62,Advanced voc,Very much like me,Very much like me,Very much like me,Very much like me,Like me
LT,Equal natural and human,4,Somewhat worried,Female,47,Higher tertiary,Like me,A little like me,Somewhat like me,Somewhat like me,Somewhat like me
LT,Equal natural and human,Not at all,Not worried,Female,32,Lower tertiary,Somewhat like me,Like me,Somewhat like me,Not like me,Not like me
LT,Natural processes,8,Not very worried,Female,47,Higher tertiary,Not like me,Very much like me,Very much like me,Somewhat like me,Very much like me
LT,Equal natural and human,A lot,Not very worried,Female,72,Lower tertiary,Not like me,Like me,Like me,Somewhat like me,Like me
LT,Equal natural and human,5,Somewhat worried,Female,49,Lower tertiary,Not like me,Like me,Very much like me,A little like me,Very much like me
LT,Mainly human,7,Somewhat worried,Female,80,Advanced voc,Not like me,Like me,Very much like me,Like me,Like me
LT,NA,Not at all,Not worried,Male,61,Advanced voc,Like me,Like me,Not like me,Like me,Like me
LT,Equal natural and human,5,Somewhat worried,Female,28,Higher tertiary,Like me,Very much like me,Not at all like me,Very much like me,Very much like me
LT,Equal natural and human,5,Somewhat worried,Female,25,Advanced voc,Very much like me,Very much like me,Very much like me,Not at all like me,Somewhat like me
LT,Mainly human,6,Somewhat worried,Female,22,Lower upper sec,Very much like me,Very much like me,Not at all like me,Like me,Like me
LT,Mainly natural,5,Very worried,Male,74,Advanced voc,A little like me,Somewhat like me,A little like me,Not like me,NA
LT,Mainly natural,5,Somewhat worried,Male,25,Higher tertiary,Somewhat like me,Very much like me,Not like me,Somewhat like me,Like me
LT,Equal natural and human,A lot,Very worried,Female,76,Higher tertiary,Not like me,Very much like me,Very much like me,Like me,Like me
LT,Mainly human,8,Somewhat worried,Female,33,Other,Like me,Like me,A little like me,Somewhat like me,Like me
LT,Mainly human,5,Not very worried,Male,41,Other,Like me,Not like me,Not like me,Like me,Somewhat like me
LT,Equal natural and human,4,Not very worried,Male,56,Lower tertiary,Not like me,Like me,Somewhat like me,Like me,Somewhat like me
LT,Equal natural and human,8,Somewhat worried,Female,21,Lower upper sec,A little like me,Somewhat like me,Somewhat like me,A little like me,Somewhat like me
LT,Entirely human,5,Not very worried,Female,77,Lower tertiary,A little like me,Very much like me,A little like me,A little like me,Very much like me
LT,Mainly natural,5,Very worried,Female,62,Lower tertiary,Not at all like me,Like me,Somewhat like me,Not at all like me,Somewhat like me
LT,Entirely human,7,Not worried,Female,68,Lower tertiary,Like me,Like me,Like me,Not like me,Very much like me
LT,Natural processes,1,Somewhat worried,Female,49,Lower upper sec,Not like me,Somewhat like me,A little like me,Somewhat like me,Somewhat like me
LT,Equal natural and human,2,Somewhat worried,Female,76,Advanced voc,A little like me,Very much like me,Not like me,Somewhat like me,Very much like me
LT,Equal natural and human,6,Somewhat worried,Male,41,Lower upper sec,Not like me,A little like me,Like me,Not like me,Like me
LT,Equal natural and human,5,Somewhat worried,Female,56,Higher tertiary,Not like me,Like me,Like me,A little like me,Like me
LT,Mainly human,7,Somewhat worried,Female,24,Higher tertiary,Not like me,Very much like me,A little like me,Somewhat like me,Very much like me
LT,Mainly human,7,Somewhat worried,Male,45,Higher tertiary,Not like me,Like me,Like me,Not like me,Like me
LT,Mainly natural,Not at all,Not worried,Female,53,Advanced voc,Like me,Like me,Like me,Somewhat like me,Like me
LT,Equal natural and human,A lot,Somewhat worried,Female,38,Higher tertiary,A little like me,Somewhat like me,Somewhat like me,Somewhat like me,Like me
LT,Equal natural and human,6,Not very worried,Male,34,Lower tertiary,A little like me,Very much like me,A little like me,A little like me,Like me
LT,Entirely human,3,Not worried,Female,45,Lower tertiary,Not like me,Very much like me,Like me,Somewhat like me,Very much like me
LT,Equal natural and human,A lot,Extremely worried,Female,66,Lower tertiary,Not like me,A little like me,A little like me,Not like me,A little like me
LT,Equal natural and human,7,Somewhat worried,Female,58,Other,Somewhat like me,Very much like me,Somewhat like me,A little like me,Like me
LT,Equal natural and human,4,Not worried,Female,31,Lower tertiary,NA,NA,NA,NA,NA
LT,Equal natural and human,Not at all,Not worried,Female,52,Higher tertiary,Not like me,Like me,Like me,A little like me,Like me
LT,Mainly human,8,Somewhat worried,Male,36,Higher tertiary,Somewhat like me,A little like me,Not like me,Like me,A little like me
LT,Mainly human,6,Somewhat worried,Male,32,Lower tertiary,Like me,Like me,A little like me,Somewhat like me,Somewhat like me
LT,Mainly human,8,Very worried,Male,30,Advanced voc,Somewhat like me,Like me,Like me,Like me,Like me
LT,Equal natural and human,Not at all,Not worried,Male,24,Advanced voc,Not like me,Like me,Not like me,Not like me,Not at all like me
LT,Mainly human,4,Somewhat worried,Male,28,Lower tertiary,Somewhat like me,Not like me,A little like me,Somewhat like me,Like me
LT,Equal natural and human,7,Somewhat worried,Male,73,Lower tertiary,A little like me,Somewhat like me,Like me,A little like me,Very much like me
LT,Mainly human,A lot,Extremely worried,Female,18,Lower secondary,Not like me,Like me,A little like me,A little like me,Not like me
LT,NA,2,Not very worried,Male,44,Lower upper sec,Not like me,NA,Not like me,A little like me,Not at all like me
LT,I don't think climate change is happening,NA,NA,Female,17,Lower secondary,Somewhat like me,Somewhat like me,Not like me,Like me,A little like me
LT,Mainly human,NA,Not worried,Male,66,Advanced voc,Like me,Very much like me,Like me,Somewhat like me,Somewhat like me
LT,Mainly natural,2,Not worried,Female,47,Higher tertiary,Like me,Like me,Somewhat like me,Somewhat like me,Somewhat like me
LT,Equal natural and human,6,Somewhat worried,Male,35,Lower tertiary,Like me,Not like me,Not like me,Like me,A little like me
LT,Equal natural and human,8,Somewhat worried,Female,47,Lower tertiary,Not like me,Like me,Somewhat like me,Somewhat like me,Somewhat like me
LT,Equal natural and human,5,Somewhat worried,Male,34,Higher tertiary,Very much like me,Very much like me,Very much like me,Like me,Like me
LT,Mainly natural,2,Not worried,Female,51,Advanced voc,Like me,Somewhat like me,Not like me,Like me,Like me
LT,Equal natural and human,8,Somewhat worried,Female,42,Advanced voc,Like me,Somewhat like me,A little like me,Somewhat like me,Not like me
LT,Equal natural and human,5,Somewhat worried,Female,62,Advanced voc,Not like me,Like me,Somewhat like me,Somewhat like me,A little like me
LT,Entirely human,4,Not very worried,Female,64,Advanced voc,Not like me,Very much like me,Somewhat like me,Not like me,Somewhat like me
LT,Mainly human,7,Somewhat worried,Female,31,Advanced voc,Not like me,A little like me,Somewhat like me,A little like me,Somewhat like me
LT,Equal natural and human,5,Somewhat worried,Female,26,Lower tertiary,Somewhat like me,Like me,Like me,Like me,A little like me
LT,Equal natural and human,7,Somewhat worried,Female,66,Advanced voc,Somewhat like me,A little like me,A little like me,Not like me,Somewhat like me
LT,Mainly human,2,Not very worried,Female,59,Other,A little like me,Like me,Like me,Like me,Like me
LT,Mainly human,6,Not very worried,Female,47,Higher tertiary,Very much like me,Like me,Somewhat like me,Like me,Very much like me
LT,Equal natural and human,7,Somewhat worried,Female,34,Higher tertiary,Like me,Like me,Like me,Not like me,Like me
LT,Equal natural and human,7,Somewhat worried,Female,32,Other,A little like me,Very much like me,Not like me,Not like me,Like me
LT,NA,NA,Somewhat worried,Female,77,Advanced voc,NA,NA,NA,NA,NA
LT,NA,NA,Somewhat worried,Male,77,Advanced voc,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,A little like me
LT,Equal natural and human,Not at all,Somewhat worried,Male,63,Advanced voc,Not like me,Not at all like me,A little like me,Somewhat like me,A little like me
LT,Entirely human,A lot,Extremely worried,Male,51,Advanced voc,A little like me,A little like me,A little like me,A little like me,Like me
LT,Natural processes,6,Not worried,Female,16,Lower secondary,A little like me,Very much like me,A little like me,Like me,Like me
LT,Equal natural and human,A lot,Very worried,Female,26,Higher tertiary,Somewhat like me,Very much like me,Somewhat like me,Very much like me,Very much like me
LT,Mainly human,6,Not very worried,Male,58,Advanced voc,Not like me,Not at all like me,A little like me,Not like me,A little like me
LT,Mainly natural,7,Very worried,Male,30,Higher tertiary,A little like me,Somewhat like me,Not like me,Somewhat like me,Somewhat like me
LT,Mainly natural,5,Somewhat worried,Male,18,Lower secondary,A little like me,Somewhat like me,Somewhat like me,A little like me,A little like me
LT,Equal natural and human,A lot,Somewhat worried,Male,18,Lower upper sec,A little like me,Like me,Like me,Like me,Like me
LT,Equal natural and human,5,Somewhat worried,Male,49,Higher tertiary,Very much like me,Like me,Somewhat like me,Like me,Like me
LT,Equal natural and human,4,Somewhat worried,Female,44,Lower tertiary,Like me,Like me,Like me,A little like me,A little like me
LT,Mainly natural,3,Somewhat worried,Female,35,Higher tertiary,Like me,Not like me,Like me,A little like me,Somewhat like me
LT,Equal natural and human,5,Somewhat worried,Female,38,Other,Like me,A little like me,Not like me,Like me,Somewhat like me
LT,Equal natural and human,5,Somewhat worried,Female,43,Lower tertiary,Not at all like me,Like me,Very much like me,Not at all like me,A little like me
LT,Mainly human,7,Somewhat worried,Female,32,Higher tertiary,Like me,Like me,Somewhat like me,Like me,Very much like me
LT,Mainly human,3,Somewhat worried,Male,23,Advanced voc,Like me,Not like me,Not like me,Very much like me,Somewhat like me
LT,Mainly human,7,Very worried,Male,54,Upper upper sec,A little like me,Very much like me,Like me,Like me,Like me
LT,Equal natural and human,4,Somewhat worried,Female,23,Advanced voc,Very much like me,Like me,A little like me,Somewhat like me,Not like me
LT,Mainly natural,5,Somewhat worried,Male,84,Other,Not like me,Somewhat like me,Somewhat like me,Not like me,Like me
LT,Mainly natural,7,Somewhat worried,Female,43,Advanced voc,Not like me,Somewhat like me,Like me,Not like me,Like me
LT,Equal natural and human,4,Somewhat worried,Female,27,Higher tertiary,A little like me,Very much like me,Not like me,Like me,A little like me
LT,Mainly human,5,Very worried,Male,72,Advanced voc,Not like me,Somewhat like me,Not like me,A little like me,Somewhat like me
LT,NA,5,Not worried,Male,68,Advanced voc,Not like me,Somewhat like me,Like me,Somewhat like me,Like me
LT,Entirely human,1,Somewhat worried,Male,76,Lower secondary,Not like me,Like me,Somewhat like me,A little like me,Not like me
LT,Equal natural and human,7,Very worried,Male,40,Other,Somewhat like me,Like me,Somewhat like me,Like me,A little like me
LT,Mainly natural,NA,Not worried,Female,80,Advanced voc,Not like me,Like me,Like me,Very much like me,Like me
LT,Equal natural and human,5,Somewhat worried,Male,39,Higher tertiary,Somewhat like me,Very much like me,Not like me,Very much like me,Very much like me
LT,Equal natural and human,A lot,Not worried,Female,65,Higher tertiary,Not like me,Like me,Like me,Not like me,Like me
LT,Equal natural and human,A lot,Not very worried,Female,66,Other,Not like me,A little like me,Like me,A little like me,A little like me
LT,Equal natural and human,Not at all,Not worried,Male,55,Lower upper sec,Not like me,Not at all like me,Not like me,Somewhat like me,A little like me
LT,Equal natural and human,7,Very worried,Female,62,Higher tertiary,Not like me,Very much like me,Very much like me,Not like me,Very much like me
LT,Equal natural and human,3,Somewhat worried,Female,24,Advanced voc,Like me,A little like me,A little like me,A little like me,Like me
LT,Mainly human,2,Somewhat worried,Male,20,Advanced voc,Not like me,Very much like me,Like me,A little like me,Like me
LT,Equal natural and human,3,Somewhat worried,Female,21,Advanced voc,Not like me,Like me,Like me,Like me,Very much like me
LT,Mainly human,6,Not very worried,Male,39,Lower tertiary,Somewhat like me,Like me,Somewhat like me,NA,Very much like me
LT,Natural processes,1,Not worried,Male,52,Lower upper sec,Not like me,Like me,Not like me,Not like me,Like me
LT,Equal natural and human,Not at all,Somewhat worried,Female,38,Lower upper sec,Not like me,Like me,Like me,Not like me,Like me
LT,Equal natural and human,4,Somewhat worried,Female,69,Advanced voc,Not like me,Very much like me,Like me,Very much like me,Very much like me
LT,Mainly human,4,Somewhat worried,Female,50,Lower upper sec,Not at all like me,Very much like me,Very much like me,Not like me,A little like me
LT,Equal natural and human,6,Not very worried,Female,24,Lower upper sec,Not like me,Like me,Somewhat like me,A little like me,Somewhat like me
LT,Equal natural and human,7,Somewhat worried,Female,71,Advanced voc,A little like me,Like me,Like me,A little like me,Like me
LT,Mainly natural,1,Not worried,Female,65,Advanced voc,Not like me,Like me,Like me,Not like me,Like me
LT,Equal natural and human,3,Somewhat worried,Female,29,Advanced voc,Not like me,Very much like me,Very much like me,Not like me,Like me
LT,Equal natural and human,9,Very worried,Female,59,Lower tertiary,Not at all like me,Very much like me,Like me,Not like me,Like me
LT,Equal natural and human,8,Very worried,Female,50,Lower upper sec,Not at all like me,Like me,A little like me,Not like me,Like me
LT,Equal natural and human,5,Very worried,Female,53,Lower tertiary,Not like me,Like me,A little like me,Like me,Like me
LT,Mainly human,4,Somewhat worried,Female,31,Higher tertiary,Not at all like me,Like me,A little like me,A little like me,Like me
LT,I don't think climate change is happening,NA,NA,Male,59,Upper upper sec,Like me,Not like me,Somewhat like me,Somewhat like me,Somewhat like me
LT,Mainly human,5,Somewhat worried,Female,59,Lower tertiary,A little like me,A little like me,Like me,Like me,Somewhat like me
LT,Mainly human,NA,Somewhat worried,Female,86,Lower tertiary,Not at all like me,Like me,Very much like me,NA,Like me
LT,Equal natural and human,5,Somewhat worried,Male,82,Advanced voc,Not at all like me,A little like me,Not like me,A little like me,Not like me
LT,Mainly human,6,Somewhat worried,Female,30,Other,A little like me,Somewhat like me,Like me,Not like me,Like me
LT,Equal natural and human,3,Somewhat worried,Male,50,Advanced voc,Very much like me,Very much like me,Very much like me,A little like me,A little like me
LT,Mainly human,5,Very worried,Female,30,Lower upper sec,Not at all like me,Like me,Like me,Not like me,Somewhat like me
LT,Natural processes,NA,Not worried,Female,75,Upper upper sec,A little like me,NA,A little like me,Like me,Somewhat like me
LT,Mainly human,3,Somewhat worried,Female,41,Higher tertiary,Somewhat like me,Somewhat like me,Like me,Somewhat like me,Like me
LT,Equal natural and human,7,Somewhat worried,Female,30,Higher tertiary,Not like me,Somewhat like me,A little like me,A little like me,Somewhat like me
LT,Mainly human,8,Somewhat worried,Female,23,Advanced voc,Not like me,Very much like me,Like me,A little like me,Like me
LT,Entirely human,6,Somewhat worried,Female,49,Higher tertiary,A little like me,Like me,A little like me,Not like me,Like me
LT,Equal natural and human,7,Somewhat worried,Female,56,Lower tertiary,A little like me,Very much like me,Not like me,Somewhat like me,Very much like me
LT,Mainly human,3,Somewhat worried,Male,NA,Higher tertiary,A little like me,Somewhat like me,Not like me,Somewhat like me,Not like me
LT,Mainly natural,5,Not worried,Male,48,Lower upper sec,Like me,Like me,A little like me,Somewhat like me,A little like me
LT,Equal natural and human,9,Not very worried,Male,25,Higher tertiary,Not at all like me,Somewhat like me,A little like me,Not like me,Like me
LT,Equal natural and human,6,Somewhat worried,Female,49,Lower tertiary,Very much like me,Very much like me,Like me,A little like me,Somewhat like me
LT,Equal natural and human,4,Somewhat worried,Female,44,Lower upper sec,Very much like me,Very much like me,Somewhat like me,A little like me,A little like me
LT,Equal natural and human,5,Extremely worried,Male,39,Advanced voc,Like me,Like me,Like me,Somewhat like me,Somewhat like me
LT,Natural processes,4,Not worried,Female,37,Higher tertiary,Very much like me,Somewhat like me,A little like me,Somewhat like me,Like me
LT,Natural processes,Not at all,Not worried,Male,69,Lower upper sec,Not like me,NA,Like me,Somewhat like me,Not like me
LT,Mainly human,9,Somewhat worried,Female,21,Advanced voc,Very much like me,Very much like me,Not like me,Like me,Like me
LT,Equal natural and human,Not at all,Not very worried,Male,74,Lower secondary,Very much like me,Not like me,Like me,Not like me,A little like me
LT,Equal natural and human,6,Somewhat worried,Male,37,Higher tertiary,Somewhat like me,Very much like me,A little like me,Somewhat like me,Very much like me
LT,Mainly natural,4,Somewhat worried,Female,30,Lower upper sec,A little like me,Somewhat like me,Somewhat like me,Somewhat like me,Not like me
LT,Mainly natural,5,Not very worried,Female,78,Lower tertiary,Not at all like me,Not at all like me,Like me,Like me,Like me
LT,Equal natural and human,8,Somewhat worried,Female,53,Lower tertiary,A little like me,Somewhat like me,Like me,Somewhat like me,NA
LT,Equal natural and human,5,Not very worried,Female,62,Lower tertiary,Somewhat like me,Very much like me,Somewhat like me,A little like me,Very much like me
LT,Mainly human,7,Somewhat worried,Male,21,Advanced voc,Somewhat like me,Like me,A little like me,A little like me,Like me
LT,Mainly human,3,Somewhat worried,Male,53,Upper upper sec,A little like me,Like me,Like me,Not like me,A little like me
LT,Mainly natural,1,Not worried,Female,42,Advanced voc,Like me,A little like me,Not at all like me,A little like me,Somewhat like me
LT,Equal natural and human,9,Very worried,Female,29,Advanced voc,Very much like me,Very much like me,A little like me,Very much like me,Very much like me
LT,Equal natural and human,7,Somewhat worried,Female,66,Other,Like me,Like me,Like me,Not like me,Like me
LT,Equal natural and human,3,Not very worried,Female,18,Lower upper sec,Like me,Like me,Like me,Somewhat like me,Somewhat like me
LT,Equal natural and human,Not at all,Not worried,Male,58,Advanced voc,Not at all like me,Like me,Like me,Very much like me,A little like me
LT,Equal natural and human,9,Somewhat worried,Male,77,Lower tertiary,Not like me,A little like me,Not like me,Not like me,Like me
LT,Equal natural and human,6,Somewhat worried,Female,28,Higher tertiary,Like me,Very much like me,Not at all like me,Somewhat like me,Very much like me
LT,Equal natural and human,4,Somewhat worried,Male,36,Higher tertiary,Very much like me,Like me,A little like me,A little like me,Like me
LT,Entirely human,8,Somewhat worried,Male,37,Higher tertiary,Not like me,Like me,Like me,A little like me,Very much like me
LT,Equal natural and human,Not at all,Not very worried,Female,66,Lower tertiary,Not like me,Like me,Like me,Not at all like me,Like me
LT,Equal natural and human,3,Not very worried,Female,75,Lower upper sec,A little like me,Very much like me,Like me,Like me,Like me
LT,Equal natural and human,5,Somewhat worried,Female,43,Lower tertiary,Not like me,Like me,Like me,Like me,Like me
LT,Entirely human,5,Very worried,Female,56,Lower tertiary,Not like me,Like me,Like me,Somewhat like me,Somewhat like me
LT,Mainly human,A lot,Not very worried,Female,54,Lower tertiary,Like me,Somewhat like me,Somewhat like me,Not like me,Very much like me
LT,Mainly human,2,Not worried,Male,57,Lower tertiary,Somewhat like me,A little like me,Somewhat like me,Somewhat like me,Not like me
LT,Mainly human,7,Somewhat worried,Female,33,Lower tertiary,Not like me,Very much like me,A little like me,A little like me,Very much like me
LT,Mainly natural,2,Not very worried,Male,30,Other,Like me,Somewhat like me,Not like me,Somewhat like me,Somewhat like me
LT,Equal natural and human,5,Somewhat worried,Female,41,Other,Like me,Very much like me,Not like me,Very much like me,Like me
LT,Natural processes,A lot,Very worried,Female,38,Lower tertiary,A little like me,Like me,Very much like me,Like me,Like me
LT,Mainly human,A lot,Very worried,Male,32,Lower tertiary,Somewhat like me,Somewhat like me,A little like me,Not like me,A little like me
LT,Entirely human,8,Not worried,Male,61,Advanced voc,Not at all like me,Very much like me,Very much like me,Not at all like me,Very much like me
LT,Equal natural and human,5,Somewhat worried,Male,78,Higher tertiary,A little like me,Like me,Like me,Somewhat like me,Like me
LT,Mainly natural,5,Somewhat worried,Female,83,Lower tertiary,A little like me,Somewhat like me,Somewhat like me,A little like me,Somewhat like me
LT,Mainly human,3,Somewhat worried,Male,57,Upper upper sec,Not like me,A little like me,Not like me,A little like me,A little like me
LT,Entirely human,8,Very worried,Female,44,Advanced voc,Not like me,Somewhat like me,Like me,Not like me,Like me
LT,Equal natural and human,2,Not very worried,Female,67,Lower tertiary,Like me,Like me,Like me,A little like me,Like me
LT,Mainly natural,8,Somewhat worried,Male,58,Lower upper sec,Not like me,Like me,Somewhat like me,Very much like me,Somewhat like me
LT,Natural processes,Not at all,Not worried,Male,43,Advanced voc,Like me,Somewhat like me,Like me,A little like me,A little like me
LT,Mainly natural,3,Not very worried,Female,49,Advanced voc,Like me,Very much like me,Like me,Not like me,Like me
LT,Natural processes,NA,Not worried,Female,26,Higher tertiary,Not like me,Like me,Like me,Very much like me,Like me
LT,I don't think climate change is happening,NA,NA,Female,54,Advanced voc,Not like me,Like me,Somewhat like me,A little like me,Like me
LT,Mainly human,7,Somewhat worried,Male,23,Lower upper sec,Somewhat like me,Somewhat like me,Not like me,Like me,Somewhat like me
LT,Equal natural and human,Not at all,Not worried,Female,28,Lower tertiary,A little like me,Like me,Somewhat like me,Like me,Like me
LT,Mainly human,6,Not worried,Female,80,Lower tertiary,Not like me,Like me,Not like me,Not like me,Somewhat like me
LT,Equal natural and human,4,Not very worried,Female,66,Other,Not like me,Like me,Like me,Like me,Somewhat like me
LT,Equal natural and human,7,Very worried,Female,42,Other,A little like me,Very much like me,Somewhat like me,A little like me,Like me
LT,Mainly human,8,Very worried,Male,32,Higher tertiary,Like me,Not like me,A little like me,Somewhat like me,Like me
LT,Mainly human,3,Somewhat worried,Female,45,Higher tertiary,A little like me,Like me,Somewhat like me,Not like me,Like me
LT,Mainly human,A lot,Very worried,Female,70,Lower tertiary,Not like me,Like me,Like me,A little like me,A little like me
LT,Mainly human,A lot,Extremely worried,Female,28,Other,Somewhat like me,Not like me,Not like me,A little like me,Very much like me
LT,Equal natural and human,7,Somewhat worried,Male,32,Advanced voc,Like me,Like me,A little like me,Like me,Very much like me
LT,Mainly human,3,Somewhat worried,Male,NA,Higher tertiary,Somewhat like me,Like me,Like me,Like me,Somewhat like me
LT,Equal natural and human,3,Very worried,Male,54,Lower upper sec,Somewhat like me,A little like me,Somewhat like me,Like me,Like me
LT,Equal natural and human,8,Somewhat worried,Male,69,Lower tertiary,A little like me,Very much like me,A little like me,A little like me,Very much like me
LT,Mainly human,8,Very worried,Female,37,Higher tertiary,Somewhat like me,Somewhat like me,NA,A little like me,Somewhat like me
LT,Mainly human,3,Not very worried,Female,33,Other,Very much like me,Very much like me,Not like me,Somewhat like me,Somewhat like me
LT,Equal natural and human,5,Not very worried,Female,69,Lower tertiary,Like me,Like me,Not like me,Not like me,Not like me
LT,Equal natural and human,5,Very worried,Male,27,Advanced voc,Like me,Like me,Somewhat like me,Like me,Like me
LT,Mainly natural,4,Not worried,Female,49,Other,A little like me,Somewhat like me,Not like me,Like me,Somewhat like me
LT,Natural processes,Not at all,Somewhat worried,Male,52,Advanced voc,Not like me,Very much like me,Like me,Not like me,Like me
LT,Mainly human,4,Very worried,Female,47,Other,A little like me,Very much like me,Not like me,A little like me,Somewhat like me
LT,Mainly human,5,Not very worried,Female,54,Lower tertiary,Very much like me,Like me,Not like me,Somewhat like me,Very much like me
LT,Mainly natural,5,Very worried,Female,46,Lower tertiary,Somewhat like me,Like me,Like me,Not like me,A little like me
LT,Equal natural and human,6,Somewhat worried,Male,28,Higher tertiary,Like me,Very much like me,Not at all like me,Somewhat like me,Very much like me
LT,Equal natural and human,3,Somewhat worried,Female,24,Advanced voc,Very much like me,Somewhat like me,Not at all like me,Not like me,A little like me
LT,Equal natural and human,Not at all,Not worried,Male,48,Other,Like me,Very much like me,A little like me,Very much like me,Like me
LT,Mainly human,7,Very worried,Male,67,Other,Like me,Very much like me,A little like me,A little like me,Very much like me
LT,Mainly human,5,Not very worried,Female,44,Other,Very much like me,Somewhat like me,A little like me,Very much like me,Like me
LT,Equal natural and human,7,Extremely worried,Female,60,Higher tertiary,A little like me,Like me,A little like me,A little like me,Very much like me
LT,Equal natural and human,5,Somewhat worried,Female,52,Lower tertiary,Not like me,Very much like me,A little like me,Somewhat like me,Somewhat like me
LT,Equal natural and human,8,Somewhat worried,Male,85,Lower tertiary,A little like me,A little like me,Like me,Somewhat like me,Somewhat like me
LT,Mainly natural,6,Somewhat worried,Female,39,Lower upper sec,Not at all like me,Like me,Like me,A little like me,Somewhat like me
LT,Equal natural and human,4,Not very worried,Female,55,Lower tertiary,A little like me,Like me,Somewhat like me,Somewhat like me,Like me
LT,Mainly human,7,Somewhat worried,Female,60,Lower tertiary,A little like me,Like me,Like me,A little like me,Very much like me
LT,Mainly natural,2,Not very worried,Male,63,Lower upper sec,A little like me,Like me,A little like me,Not like me,Not like me
LT,I don't think climate change is happening,NA,NA,Male,44,Upper upper sec,A little like me,A little like me,Not like me,A little like me,Not like me
LT,Equal natural and human,4,Not very worried,Female,34,Lower tertiary,A little like me,Like me,Like me,A little like me,Not like me
LT,Mainly human,8,Very worried,Female,30,Advanced voc,A little like me,Somewhat like me,Somewhat like me,Not like me,Like me
LT,Mainly human,5,Somewhat worried,Male,47,Lower tertiary,Somewhat like me,Like me,Somewhat like me,A little like me,Not like me
LT,Mainly human,5,Not worried,Male,23,Lower upper sec,Not like me,Very much like me,Somewhat like me,Very much like me,Like me
LT,Entirely human,8,Extremely worried,Female,20,Advanced voc,Very much like me,Not like me,Somewhat like me,Somewhat like me,A little like me
LT,Mainly human,8,Very worried,Male,40,Other,A little like me,Somewhat like me,Somewhat like me,A little like me,Like me
LT,Equal natural and human,7,Very worried,Male,82,Lower tertiary,Like me,Somewhat like me,A little like me,Not like me,Like me
LT,Equal natural and human,4,Not very worried,Female,65,Higher tertiary,Not like me,Like me,Like me,A little like me,A little like me
LT,Mainly human,8,Very worried,Female,38,Other,A little like me,Somewhat like me,Somewhat like me,Somewhat like me,Very much like me
LT,Equal natural and human,1,Not worried,Male,70,Advanced voc,Not like me,A little like me,A little like me,Like me,Like me
LT,Entirely human,7,Somewhat worried,Female,19,Advanced voc,Not like me,Somewhat like me,Like me,Somewhat like me,Very much like me
LT,Natural processes,Not at all,Not very worried,Female,56,Advanced voc,Not like me,Like me,Like me,A little like me,Not like me
LT,Mainly human,7,Not very worried,Female,31,Higher tertiary,Like me,Like me,Somewhat like me,Very much like me,Very much like me
LT,Equal natural and human,5,Not worried,Male,53,Other,Like me,Very much like me,Somewhat like me,Like me,Very much like me
LT,Natural processes,A lot,Not worried,Female,56,Lower tertiary,Not like me,Very much like me,Very much like me,Like me,Like me
LT,Entirely human,5,Somewhat worried,Female,74,Advanced voc,Not at all like me,Very much like me,Like me,A little like me,Like me
LT,Equal natural and human,5,Somewhat worried,Female,33,Higher tertiary,A little like me,Very much like me,Not at all like me,A little like me,Very much like me
LT,Equal natural and human,9,Extremely worried,Male,59,Advanced voc,A little like me,Like me,Somewhat like me,Somewhat like me,A little like me
LT,Equal natural and human,7,Somewhat worried,Female,59,Advanced voc,A little like me,Like me,A little like me,A little like me,Somewhat like me
LT,Equal natural and human,5,Somewhat worried,Female,30,Lower tertiary,Not like me,Somewhat like me,Somewhat like me,A little like me,Somewhat like me
LT,Mainly human,8,Not worried,Male,47,Advanced voc,Not like me,A little like me,Somewhat like me,Somewhat like me,Like me
LT,Equal natural and human,7,Very worried,Female,77,Advanced voc,Not like me,A little like me,Like me,Somewhat like me,Somewhat like me
LT,Mainly human,3,Somewhat worried,Male,81,Lower upper sec,A little like me,Like me,Not like me,Somewhat like me,Very much like me
LT,Equal natural and human,8,Very worried,Male,39,Lower tertiary,Somewhat like me,Like me,Somewhat like me,Like me,Like me
LT,Mainly natural,1,Not worried,Male,54,Other,Not like me,Like me,Like me,Like me,Like me
LT,Equal natural and human,6,Somewhat worried,Male,62,Upper upper sec,Not like me,A little like me,A little like me,A little like me,A little like me
LT,Equal natural and human,NA,Not very worried,Female,39,Advanced voc,Somewhat like me,Like me,Like me,Not like me,Like me
LT,Equal natural and human,7,Somewhat worried,Male,60,Upper upper sec,A little like me,A little like me,A little like me,NA,A little like me
